Order ID;Date;Product;Category; Purchase Price ; Sale Price ; Profit ;Quantity;Order Status;Delivery Date;Delivery Time (Days);Delivery Cost; Revenue ;Salesperson;Customer Name;Gender;Age;Age Group;State;Country
1148;15/12/2022;Jeans;Clothing; 33 ; 49 ; 333 ;21;Delivered;19/12/2022;4;3; 336 ;Chris Jordan;William Colon;Male;61;Senior;Chicago;United States
1149;28/05/2022;TV;Electronics; 83 ; 97 ; 487 ;35;Delivered;04/06/2022;7;3; 490 ;David Willy;Joseph Roberts;Male;49;Middle Age;Miami;United States
1150;16/02/2022;Washing Machine;Appliances; 85 ; 116 ; 213 ;7;Delivered;23/02/2022;7;4; 217 ;Lisa Rizi;Keith Reynolds;Male;62;Senior;San Francisco;United States
1151;26/04/2022;Jeans;Clothing; 77 ; 94 ; 320 ;19;Delivered;02/05/2022;6;3; 323 ;Arnold Fazer;James Aguirre;Male;58;Senior;Boston;United States
1152;05/03/2022;Sneakers;Footwear; 64 ; 77 ; 556 ;43;Delivered;12/03/2022;7;3; 559 ;Chris Jordan;Brian Gomez;Male;27;Young;Washington, D.C.;United States
1153;13/07/2022;Watch;Accessories; 55 ; 75 ; 856 ;43;Delivered;16/07/2022;3;4; 860 ;Lisa Rizi;William Walker;Male;36;Middle Age;Washington, D.C.;United States
1154;12/12/2022;T-shirt;Clothing; 52 ; 85 ; 1.547 ;47;Delivered;17/12/2022;1;4; 1.551 ;Arnold Fazer;Ronald Bass;Male;56;Senior;Houston;United States
1155;06/06/2022;Watch;Accessories; 85 ; 98 ; 607 ;47;Delivered;11/06/2022;5;4; 611 ;Lisa Rizi;Jason Griffin;Male;20;Young;Miami;United States
1156;01/09/2022;T-shirt;Clothing; 53 ; 80 ; 535 ;20;Delivered;02/09/2022;1;5; 540 ;David Willy;Cheyenne Hunt;Male;44;Middle Age;Houston;United States
1157;18/03/2022;T-shirt;Clothing; 37 ; 72 ; 1.116 ;32;Delivered;24/03/2022;1;4; 1.120 ;Lisa Rizi;Matthew Odonnell;Male;19;Young;Houston;United States
1158;02/01/2022;T-shirt;Clothing; 45 ; 68 ; 365 ;16;Delivered;06/01/2022;1;3; 368 ;Arnold Fazer;Mercedes Wells;Male;42;Middle Age;Houston;United States
1159;14/08/2022;Jeans;Clothing; 85 ; 101 ; 317 ;20;Delivered;15/08/2022;1;3; 320 ;Arnold Fazer;Anthony Brown;Male;51;Senior;Los Angeles;United States
1160;07/12/2022;Sneakers;Footwear; 88 ; 119 ; 988 ;32;Delivered;11/12/2022;4;4; 992 ;Lisa Rizi;Michelle Taylor;Male;54;Senior;Los Angeles;United States
1161;11/07/2022;Sandles;Footwear; 55 ; 82 ; 859 ;32;Delivered;13/07/2022;2;5; 864 ;Chris Jordan;Mark Spencer;Male;37;Middle Age;Atlanta;United States
1162;20/01/2022;Refrigerator;Appliances; 57 ; 87 ; 236 ;8;Delivered;21/01/2022;1;4; 240 ;Arnold Fazer;Anita Bennett;Male;64;Senior;Houston;United States
1163;21/02/2022;Refrigerator;Appliances; 83 ; 101 ; 499 ;28;Delivered;23/02/2022;2;5; 504 ;Emily Lizz;Adam Gonzalez IV;Male;63;Senior;Boston;United States
1164;26/12/2022;TV;Electronics; 100 ; 135 ; 697 ;20;Delivered;28/12/2022;2;3; 700 ;David Willy;Brandon Bryant;Male;27;Young;Boston;United States
1165;07/10/2022;Smartphone;Electronics; 74 ; 106 ; 1.563 ;49;Delivered;08/10/2022;1;5; 1.568 ;Chris Jordan;Samantha Higgins;Male;29;Young;Washington, D.C.;United States
1166;20/10/2022;T-shirt;Clothing; 55 ; 86 ; 60 ;2;Delivered;26/10/2022;1;2; 62 ;Lisa Rizi;Mrs. Sheryl Patton;Male;59;Senior;Houston;United States
1167;20/10/2022;Jeans;Clothing; 42 ; 76 ; 440 ;13;Delivered;26/10/2022;6;2; 442 ;Lisa Rizi;Emily Butler;Male;33;Middle Age;San Francisco;United States
1168;15/10/2022;Sneakers;Footwear; 70 ; 87 ; 134 ;8;Delivered;18/10/2022;3;2; 136 ;Emily Lizz;Hannah Nelson;Male;64;Senior;Boston;United States
1169;18/06/2022;Washing Machine;Appliances; 86 ; 113 ; 265 ;10;Delivered;20/06/2022;2;5; 270 ;Lisa Rizi;Susan Anderson;Male;59;Senior;Miami;United States
1170;13/11/2022;Smartphone;Electronics; 22 ; 45 ; 985 ;43;Delivered;16/11/2022;3;4; 989 ;Arnold Fazer;Eric Cole;Male;23;Young;Washington, D.C.;United States
1171;18/01/2022;Refrigerator;Appliances; 61 ; 95 ; 641 ;19;Delivered;22/01/2022;4;5; 646 ;Emily Lizz;Kathryn Whitaker;Male;19;Young;Atlanta;United States
1172;24/12/2022;TV;Electronics; 56 ; 86 ; 177 ;6;Delivered;30/12/2022;6;3; 180 ;Chris Jordan;Jeffrey Richardson;Male;65;Senior;Chicago;United States
1173;07/10/2022;Washing Machine;Appliances; 72 ; 109 ; 662 ;18;Delivered;10/10/2022;3;4; 666 ;Chris Jordan;Mallory Collins;Male;63;Senior;San Francisco;United States
1174;13/02/2022;Jeans;Clothing; 92 ; 104 ; 560 ;47;Delivered;19/02/2022;6;4; 564 ;Emily Lizz;Jennifer Diaz;Male;17;Young;Seattle;United States
1175;24/12/2022;T-shirt;Clothing; 21 ; 42 ; 733 ;35;Delivered;25/12/2022;1;2; 735 ;Lisa Rizi;Justin Shaffer;Male;23;Young;Houston;United States
1176;28/04/2022;Sandles;Footwear; 34 ; 54 ; 396 ;20;Delivered;02/05/2022;2;4; 400 ;Emily Lizz;Christopher Lee;Male;23;Young;Chicago;United States
1177;09/11/2022;Refrigerator;Appliances; 49 ; 65 ; 622 ;39;Delivered;14/11/2022;5;2; 624 ;Chris Jordan;Jason Baxter;Male;61;Senior;Atlanta;United States
1178;18/07/2022;Refrigerator;Appliances; 34 ; 69 ; 976 ;28;Delivered;22/07/2022;4;4; 980 ;Lisa Rizi;Charles Hughes;Male;24;Young;Washington, D.C.;United States
1179;24/01/2022;Sandles;Footwear; 51 ; 74 ; 366 ;16;Delivered;31/01/2022;2;2; 368 ;David Willy;Terry Hobbs;Male;44;Middle Age;Chicago;United States
1180;11/06/2022;TV;Electronics; 54 ; 71 ; 522 ;31;Delivered;13/06/2022;2;5; 527 ;Arnold Fazer;Laura Anthony;Male;51;Senior;Miami;United States
1181;22/06/2022;Laptop;Electronics; 31 ; 64 ; 656 ;20;Delivered;27/06/2022;5;4; 660 ;Lisa Rizi;Alexander Chen;Male;37;Middle Age;New York;United States
1182;04/09/2022;Laptop;Electronics; 39 ; 64 ; 873 ;35;Delivered;09/09/2022;5;2; 875 ;Lisa Rizi;David Clarke;Male;50;Middle Age;Miami;United States
1183;14/01/2022;Laptop;Electronics; 56 ; 77 ; 984 ;47;Delivered;15/01/2022;1;3; 987 ;Lisa Rizi;Daniel Love;Male;17;Young;Chicago;United States
1184;24/07/2022;Smartphone;Electronics; 78 ; 113 ; 1.011 ;29;Delivered;31/07/2022;7;4; 1.015 ;Arnold Fazer;Kaitlyn Sherman;Male;41;Middle Age;Seattle;United States
1185;15/10/2022;Watch;Accessories; 72 ; 103 ; 1.145 ;37;Delivered;22/10/2022;7;2; 1.147 ;Emily Lizz;Aaron Martin;Male;48;Middle Age;New York;United States
1186;13/08/2022;Washing Machine;Appliances; 51 ; 81 ; 1.198 ;40;Delivered;14/08/2022;1;2; 1.200 ;Chris Jordan;Lisa Mitchell;Male;29;Young;Atlanta;United States
1187;31/05/2022;Jeans;Clothing; 29 ; 68 ; 465 ;12;Delivered;07/06/2022;7;3; 468 ;Chris Jordan;Randy Atkinson;Male;30;Young;Atlanta;United States
1188;03/05/2022;TV;Electronics; 89 ; 122 ; 556 ;17;Delivered;05/05/2022;2;5; 561 ;Emily Lizz;Alicia Lucero;Male;36;Middle Age;Chicago;United States
1189;29/11/2022;Jeans;Clothing; 55 ; 81 ; 1.192 ;46;Delivered;01/12/2022;2;4; 1.196 ;Emily Lizz;John Molina;Male;17;Young;Chicago;United States
1190;09/12/2022;TV;Electronics; 74 ; 90 ; 379 ;24;Delivered;12/12/2022;3;5; 384 ;Emily Lizz;Mr. Michael Gregory;Male;31;Middle Age;Seattle;United States
1191;02/11/2022;Refrigerator;Appliances; 23 ; 61 ; 1.328 ;35;Delivered;09/11/2022;7;2; 1.330 ;Lisa Rizi;Barbara Nelson;Male;33;Middle Age;New York;United States
1192;07/09/2022;Jeans;Clothing; 70 ; 94 ; 165 ;7;Delivered;09/09/2022;2;3; 168 ;Chris Jordan;Wendy Berg;Male;50;Middle Age;Chicago;United States
1193;05/11/2022;Laptop;Electronics; 95 ; 112 ; 828 ;49;Delivered;09/11/2022;4;5; 833 ;Lisa Rizi;Alison Benton;Male;36;Middle Age;Washington, D.C.;United States
1194;29/07/2022;Smartphone;Electronics; 96 ; 109 ; 138 ;11;Delivered;30/07/2022;1;5; 143 ;Lisa Rizi;Stephanie Pope;Male;48;Middle Age;Seattle;United States
1195;28/11/2022;Sandles;Footwear; 31 ; 54 ; 1.146 ;50;Delivered;01/12/2022;3;4; 1.150 ;Lisa Rizi;Kenneth Robinson;Male;42;Middle Age;Seattle;United States
1196;09/10/2022;Laptop;Electronics; 38 ; 64 ; 804 ;31;Delivered;16/10/2022;7;2; 806 ;Lisa Rizi;Sherri Coleman;Male;44;Middle Age;Washington, D.C.;United States
1197;14/05/2022;TV;Electronics; 57 ; 79 ; 832 ;38;Delivered;18/05/2022;4;4; 836 ;David Willy;Shari Anthony;Male;26;Young;Washington, D.C.;United States
1198;14/04/2022;Sandles;Footwear; 66 ; 83 ; 32 ;2;Delivered;19/04/2022;2;2; 34 ;David Willy;Whitney Ali;Male;23;Young;Washington, D.C.;United States
1199;03/08/2022;Watch;Accessories; 59 ; 78 ; 262 ;14;Delivered;07/08/2022;4;4; 266 ;Lisa Rizi;Lori French;Male;43;Middle Age;Boston;United States
1200;15/10/2022;Smartphone;Electronics; 80 ; 100 ; 35 ;2;Delivered;19/10/2022;4;5; 40 ;Chris Jordan;Stacey Escobar;Male;40;Middle Age;Houston;United States
1201;08/08/2022;Sneakers;Footwear; 60 ; 93 ; 1.546 ;47;Delivered;15/08/2022;7;5; 1.551 ;Arnold Fazer;Jessica Howard;Male;32;Middle Age;Washington, D.C.;United States
1202;30/09/2022;Smartphone;Electronics; 45 ; 84 ; 1.285 ;33;Delivered;06/10/2022;6;2; 1.287 ;David Willy;Stephanie Harvey;Male;46;Middle Age;Boston;United States
1203;15/06/2022;Sneakers;Footwear; 100 ; 140 ; 1.758 ;44;Delivered;21/06/2022;6;2; 1.760 ;Chris Jordan;Lance Robinson;Male;63;Senior;Houston;United States
1204;09/02/2022;T-shirt;Clothing; 87 ; 112 ; 998 ;40;Delivered;15/02/2022;1;2; 1.000 ;Chris Jordan;Roger Sullivan;Male;25;Young;Houston;United States
1205;16/10/2022;Refrigerator;Appliances; 53 ; 68 ; 673 ;45;Delivered;19/10/2022;3;2; 675 ;David Willy;Joshua Lee;Male;53;Senior;San Francisco;United States
1206;17/11/2022;Sneakers;Footwear; 69 ; 82 ; 372 ;29;Delivered;21/11/2022;4;5; 377 ;Emily Lizz;Jennifer Dickson;Male;48;Middle Age;Chicago;United States
1207;17/01/2022;Watch;Accessories; 74 ; 86 ; 406 ;34;Delivered;22/01/2022;5;2; 408 ;Arnold Fazer;Frederick Myers;Male;33;Middle Age;New York;United States
1208;24/03/2022;Laptop;Electronics; 62 ; 90 ; 1.256 ;45;Delivered;30/03/2022;6;4; 1.260 ;Arnold Fazer;Timothy King;Male;31;Middle Age;Chicago;United States
1209;18/01/2022;Jeans;Clothing; 38 ; 56 ; 807 ;45;Delivered;21/01/2022;3;3; 810 ;Chris Jordan;Sally Nunez;Male;26;Young;Atlanta;United States
1210;06/09/2022;Sandles;Footwear; 56 ; 72 ; 590 ;37;Delivered;12/09/2022;2;2; 592 ;David Willy;Jordan Clark;Male;64;Senior;Chicago;United States
1211;11/05/2022;Refrigerator;Appliances; 33 ; 62 ; 256 ;9;Delivered;17/05/2022;6;5; 261 ;David Willy;Lisa Ingram;Male;50;Middle Age;Houston;United States
1212;12/10/2022;Sandles;Footwear; 81 ; 95 ; 276 ;20;Delivered;14/10/2022;2;4; 280 ;Lisa Rizi;Casey Wheeler;Male;44;Middle Age;Boston;United States
1213;29/10/2022;Smartphone;Electronics; 49 ; 89 ; 1.238 ;31;Delivered;30/10/2022;1;2; 1.240 ;Arnold Fazer;Wendy Brady;Male;23;Young;Washington, D.C.;United States
1214;24/03/2022;Watch;Accessories; 48 ; 58 ; 87 ;9;Delivered;27/03/2022;3;3; 90 ;David Willy;Vanessa Patel;Male;57;Senior;Boston;United States
1215;28/08/2022;Laptop;Electronics; 88 ; 101 ; 347 ;27;Delivered;29/08/2022;1;4; 351 ;Arnold Fazer;David Fleming;Male;33;Middle Age;Atlanta;United States
1216;23/11/2022;Sneakers;Footwear; 40 ; 70 ; 866 ;29;Delivered;25/11/2022;2;4; 870 ;David Willy;Darlene Gonzalez;Male;32;Middle Age;Los Angeles;United States
1217;16/02/2022;T-shirt;Clothing; 56 ; 92 ; 1.293 ;36;Delivered;19/02/2022;1;3; 1.296 ;Emily Lizz;Dean Berg;Male;59;Senior;New York;United States
1218;24/09/2022;Smartphone;Electronics; 22 ; 59 ; 329 ;9;Delivered;25/09/2022;1;4; 333 ;Lisa Rizi;William Davis;Male;52;Senior;Atlanta;United States
1219;16/05/2022;Jeans;Clothing; 93 ; 122 ; 810 ;28;Delivered;20/05/2022;4;2; 812 ;Lisa Rizi;Craig Murray;Male;46;Middle Age;Chicago;United States
1220;03/08/2022;Jeans;Clothing; 44 ; 63 ; 359 ;19;Delivered;05/08/2022;2;2; 361 ;David Willy;Ana Clarke;Male;58;Senior;San Francisco;United States
1221;06/04/2022;Jeans;Clothing; 94 ; 114 ; 658 ;33;Delivered;12/04/2022;6;2; 660 ;Emily Lizz;Aaron Sullivan;Male;42;Middle Age;Atlanta;United States
1222;30/05/2022;TV;Electronics; 31 ; 71 ; - ;5;Cancelled;04/06/2022;5;5; - ;Lisa Rizi;Jonathan Washington;Male;45;Middle Age;Miami;United States
1223;25/05/2022;Refrigerator;Appliances; 70 ; 96 ; 284 ;11;Delivered;29/05/2022;4;2; 286 ;Chris Jordan;Tracy Randall;Male;33;Middle Age;Boston;United States
1224;08/02/2022;Jeans;Clothing; 80 ; 91 ; 162 ;15;Delivered;14/02/2022;6;3; 165 ;David Willy;Theodore Casey;Male;50;Middle Age;Washington, D.C.;United States
1225;26/04/2022;Sneakers;Footwear; 81 ; 117 ; 466 ;13;Delivered;30/04/2022;4;2; 468 ;Chris Jordan;Amanda Young;Male;54;Senior;Houston;United States
1226;18/02/2022;T-shirt;Clothing; 29 ; 50 ; 480 ;23;Delivered;20/02/2022;1;3; 483 ;Lisa Rizi;Kyle Jacobs;Male;62;Senior;Seattle;United States
1227;11/10/2022;Sandles;Footwear; 96 ; 132 ; 1.400 ;39;Delivered;13/10/2022;2;4; 1.404 ;Chris Jordan;Nicholas Abbott;Male;40;Middle Age;Houston;United States
1228;12/06/2022;Jeans;Clothing; 98 ; 108 ; 436 ;44;Delivered;14/06/2022;2;4; 440 ;Arnold Fazer;Robert Lewis;Male;64;Senior;Boston;United States
1229;11/07/2022;Watch;Accessories; 34 ; 72 ; 72 ;2;Delivered;14/07/2022;3;4; 76 ;Chris Jordan;Alyssa Mcmillan;Male;29;Young;Washington, D.C.;United States
1230;25/04/2022;TV;Electronics; 75 ; 86 ; 270 ;25;Delivered;02/05/2022;7;5; 275 ;Emily Lizz;Corey Gonzalez;Male;56;Senior;Atlanta;United States
1231;05/09/2022;TV;Electronics; 51 ; 65 ; 221 ;16;Delivered;09/09/2022;4;3; 224 ;Lisa Rizi;Kevin Thomas;Male;64;Senior;Seattle;United States
1232;24/10/2022;Sneakers;Footwear; 97 ; 137 ; 796 ;20;Delivered;30/10/2022;6;4; 800 ;Arnold Fazer;William Campbell;Male;57;Senior;Chicago;United States
1233;20/04/2022;TV;Electronics; 39 ; 68 ; 140 ;5;Delivered;22/04/2022;2;5; 145 ;David Willy;Samantha Henson;Male;64;Senior;Boston;United States
1234;07/08/2022;Refrigerator;Appliances; 21 ; 38 ; 593 ;35;Delivered;10/08/2022;3;2; 595 ;Lisa Rizi;Adriana George;Male;39;Middle Age;Seattle;United States
1235;15/01/2022;Laptop;Electronics; 24 ; 42 ; 645 ;36;Delivered;21/01/2022;6;3; 648 ;Arnold Fazer;Lindsay Sharp;Male;40;Middle Age;Washington, D.C.;United States
1236;30/04/2022;Jeans;Clothing; 43 ; 78 ; 1.045 ;30;Delivered;07/05/2022;7;5; 1.050 ;Arnold Fazer;Karina Villegas;Male;48;Middle Age;San Francisco;United States
1237;19/12/2022;Laptop;Electronics; 37 ; 60 ; 271 ;12;Delivered;26/12/2022;7;5; 276 ;Emily Lizz;Benjamin Boone;Male;43;Middle Age;San Francisco;United States
1238;21/12/2022;TV;Electronics; 100 ; 125 ; 573 ;23;Delivered;26/12/2022;5;2; 575 ;Emily Lizz;Reginald Harrison;Male;16;Young;Atlanta;United States
1239;03/10/2022;Washing Machine;Appliances; 21 ; 43 ; 1.008 ;46;Delivered;06/10/2022;3;4; 1.012 ;Chris Jordan;Helen Jarvis;Male;27;Young;Los Angeles;United States
1240;12/10/2022;Washing Machine;Appliances; 74 ; 88 ; 278 ;20;Delivered;19/10/2022;7;2; 280 ;Chris Jordan;Cassandra Wu;Male;24;Young;Seattle;United States
1241;12/09/2022;TV;Electronics; 62 ; 94 ; 1.468 ;46;Delivered;15/09/2022;3;4; 1.472 ;Chris Jordan;Karen Martinez;Male;44;Middle Age;Seattle;United States
1242;09/05/2022;Washing Machine;Appliances; 77 ; 87 ; 126 ;13;Delivered;15/05/2022;6;4; 130 ;Arnold Fazer;Brandy Kim;Male;31;Middle Age;Miami;United States
1243;03/06/2022;TV;Electronics; 68 ; 92 ; 214 ;9;Delivered;04/06/2022;1;2; 216 ;Lisa Rizi;John Anderson;Male;56;Senior;Los Angeles;United States
1244;22/07/2022;T-shirt;Clothing; 24 ; 42 ; 645 ;36;Delivered;27/07/2022;1;3; 648 ;Emily Lizz;Shawn Hughes;Male;45;Middle Age;Miami;United States
1245;15/01/2022;Smartphone;Electronics; 23 ; 61 ; 1.401 ;37;Delivered;21/01/2022;6;5; 1.406 ;Chris Jordan;Cristina Dorsey;Male;58;Senior;San Francisco;United States
1246;22/12/2022;Laptop;Electronics; 43 ; 79 ; 1.653 ;46;Delivered;28/12/2022;6;3; 1.656 ;Lisa Rizi;Thomas King;Male;57;Senior;Los Angeles;United States
1247;01/07/2022;Washing Machine;Appliances; 43 ; 59 ; 444 ;28;Delivered;02/07/2022;1;4; 448 ;Chris Jordan;Victor Meyer;Male;54;Senior;Atlanta;United States
1248;19/11/2022;Washing Machine;Appliances; 84 ; 102 ; 322 ;18;Delivered;25/11/2022;6;2; 324 ;Lisa Rizi;Andrew Howard;Male;62;Senior;Seattle;United States
1249;14/03/2022;Washing Machine;Appliances; 96 ; 133 ; 1.846 ;50;Delivered;21/03/2022;7;4; 1.850 ;David Willy;Blake Peters;Male;21;Young;Houston;United States
1250;14/10/2022;TV;Electronics; 71 ; 87 ; 268 ;17;Delivered;17/10/2022;3;4; 272 ;Chris Jordan;Timothy Newton;Male;19;Young;Atlanta;United States
1251;10/10/2022;Sneakers;Footwear; 20 ; 48 ; 1.339 ;48;Delivered;17/10/2022;7;5; 1.344 ;Lisa Rizi;Yvonne Wright;Male;47;Middle Age;Seattle;United States
1252;23/02/2022;Watch;Accessories; 38 ; 59 ; 206 ;10;Delivered;24/02/2022;1;4; 210 ;Lisa Rizi;Shannon Harmon;Male;64;Senior;San Francisco;United States
1253;06/07/2022;Watch;Accessories; 57 ; 80 ; 1.147 ;50;Delivered;07/07/2022;1;3; 1.150 ;Emily Lizz;Kent Berger;Male;38;Middle Age;San Francisco;United States
1254;27/01/2022;Washing Machine;Appliances; 29 ; 41 ; 405 ;34;Delivered;01/02/2022;5;3; 408 ;Chris Jordan;Craig Sanders;Male;54;Senior;San Francisco;United States
1255;14/12/2022;Refrigerator;Appliances; 83 ; 109 ; 360 ;14;Delivered;19/12/2022;5;4; 364 ;Chris Jordan;Gregory Smith;Male;34;Middle Age;Houston;United States
1256;26/01/2022;Jeans;Clothing; 90 ; 116 ; 958 ;37;Delivered;01/02/2022;6;4; 962 ;Lisa Rizi;Ashley Cunningham;Male;52;Senior;San Francisco;United States
1257;17/06/2022;Watch;Accessories; 44 ; 57 ; 541 ;42;Delivered;24/06/2022;7;5; 546 ;Lisa Rizi;Shane Ward;Male;26;Young;Seattle;United States
1258;13/11/2022;Watch;Accessories; 61 ; 71 ; 417 ;42;Delivered;17/11/2022;4;3; 420 ;Emily Lizz;Kevin Page;Male;18;Young;New York;United States
1259;09/05/2022;Sandles;Footwear; 25 ; 54 ; 781 ;27;Delivered;10/05/2022;1;2; 783 ;David Willy;Jennifer Avery;Male;56;Senior;New York;United States
1260;14/11/2022;Jeans;Clothing; 79 ; 103 ; 1.172 ;49;Delivered;20/11/2022;6;4; 1.176 ;Emily Lizz;Scott Moore;Male;39;Middle Age;Chicago;United States
1261;12/04/2022;Sneakers;Footwear; 44 ; 55 ; 326 ;30;Delivered;14/04/2022;2;4; 330 ;Emily Lizz;Roy Sanchez;Male;37;Middle Age;Los Angeles;United States
1262;20/01/2022;Washing Machine;Appliances; 97 ; 124 ; 1.049 ;39;Delivered;24/01/2022;4;4; 1.053 ;Emily Lizz;Nathan Hill;Male;36;Middle Age;Boston;United States
1263;17/02/2022;Laptop;Electronics; 65 ; 97 ; 1.212 ;38;Delivered;20/02/2022;3;4; 1.216 ;Chris Jordan;Kimberly Martin;Male;36;Middle Age;Atlanta;United States
1264;23/09/2022;TV;Electronics; 78 ; 117 ; 1.399 ;36;Delivered;26/09/2022;3;5; 1.404 ;Arnold Fazer;Bobby Brown;Male;55;Senior;Atlanta;United States
1265;29/05/2022;Sneakers;Footwear; 89 ; 110 ; 669 ;32;Delivered;02/06/2022;4;3; 672 ;Lisa Rizi;Scott Wilson;Male;31;Middle Age;Miami;United States
1266;17/03/2022;Refrigerator;Appliances; 27 ; 62 ; 908 ;26;Delivered;19/03/2022;2;2; 910 ;Chris Jordan;Valerie Reed;Male;42;Middle Age;Washington, D.C.;United States
1267;26/01/2022;Washing Machine;Appliances; 80 ; 96 ; 92 ;6;Delivered;29/01/2022;3;4; 96 ;Emily Lizz;Jennifer Suarez;Male;18;Young;Washington, D.C.;United States
1268;27/05/2022;Washing Machine;Appliances; 84 ; 124 ; 1.836 ;46;Delivered;02/06/2022;6;4; 1.840 ;David Willy;Jennifer Moran;Male;63;Senior;New York;United States
1269;28/03/2022;Washing Machine;Appliances; 89 ; 128 ; 1.243 ;32;Delivered;30/03/2022;2;5; 1.248 ;Chris Jordan;Steven Smith;Male;18;Young;Atlanta;United States
1270;08/02/2022;Laptop;Electronics; 77 ; 110 ; 589 ;18;Delivered;10/02/2022;2;5; 594 ;Arnold Fazer;Yvonne York;Male;22;Young;Houston;United States
1271;06/04/2022;Smartphone;Electronics; 45 ; 85 ; 436 ;11;Delivered;12/04/2022;6;4; 440 ;Lisa Rizi;Stacy Kaiser;Male;60;Senior;Houston;United States
1272;19/04/2022;T-shirt;Clothing; 49 ; 66 ; 14 ;1;Delivered;23/04/2022;1;3; 17 ;Emily Lizz;Mr. Christopher Brown;Male;26;Young;Atlanta;United States
1273;03/07/2022;T-shirt;Clothing; 37 ; 52 ; 508 ;34;Delivered;09/07/2022;1;2; 510 ;Arnold Fazer;Jennifer Cruz;Male;17;Young;Houston;United States
1274;31/07/2022;Jeans;Clothing; 34 ; 46 ; 177 ;15;Delivered;06/08/2022;6;3; 180 ;Emily Lizz;Tracey Cunningham;Male;53;Senior;Atlanta;United States
1275;20/11/2022;Smartphone;Electronics; 40 ; 50 ; 275 ;28;Delivered;26/11/2022;6;5; 280 ;Emily Lizz;Monica Pittman;Male;29;Young;Boston;United States
1276;22/01/2022;Refrigerator;Appliances; 99 ; 110 ; 96 ;9;Delivered;27/01/2022;5;3; 99 ;Lisa Rizi;Megan Atkins;Male;19;Young;Atlanta;United States
1277;20/01/2022;Watch;Accessories; 79 ; 107 ; 360 ;13;Delivered;27/01/2022;7;4; 364 ;Arnold Fazer;Deborah Martin;Male;60;Senior;Boston;United States
1278;10/09/2022;TV;Electronics; 95 ; 122 ; 916 ;34;Delivered;13/09/2022;3;2; 918 ;Chris Jordan;Annette Chavez;Male;18;Young;New York;United States
1279;27/04/2022;Laptop;Electronics; 88 ; 100 ; 20 ;2;Delivered;04/05/2022;7;4; 24 ;Chris Jordan;Jennifer Murray;Male;16;Young;Seattle;United States
1280;30/05/2022;Smartphone;Electronics; 92 ; 123 ; 709 ;23;Delivered;02/06/2022;3;4; 713 ;Emily Lizz;Katelyn Rogers;Male;65;Senior;Chicago;United States
1281;16/02/2022;Watch;Accessories; 42 ; 82 ; 597 ;15;Delivered;21/02/2022;5;3; 600 ;Arnold Fazer;Andrea Hayes;Male;55;Senior;Washington, D.C.;United States
1282;14/10/2022;TV;Electronics; 62 ; 92 ; 1.468 ;49;Delivered;20/10/2022;6;2; 1.470 ;Lisa Rizi;Megan Parker;Male;20;Young;Miami;United States
1283;08/09/2022;T-shirt;Clothing; 86 ; 115 ; 867 ;30;Delivered;14/09/2022;1;3; 870 ;Lisa Rizi;Michael Stewart;Male;48;Middle Age;Washington, D.C.;United States
1284;06/10/2022;Watch;Accessories; 62 ; 94 ; 862 ;27;Delivered;12/10/2022;6;2; 864 ;Chris Jordan;Dr. Mathew Cain;Male;21;Young;Boston;United States
1285;16/04/2022;Watch;Accessories; 78 ; 100 ; 1.008 ;46;Delivered;22/04/2022;6;4; 1.012 ;Emily Lizz;Richard Brennan;Male;28;Young;Houston;United States
1286;18/07/2022;TV;Electronics; 70 ; 101 ; 1.173 ;38;Delivered;25/07/2022;7;5; 1.178 ;Chris Jordan;Zachary Underwood;Male;35;Middle Age;San Francisco;United States
1287;16/08/2022;Smartphone;Electronics; 53 ; 77 ; 285 ;12;Delivered;17/08/2022;1;3; 288 ;Lisa Rizi;Matthew Erickson;Male;45;Middle Age;Houston;United States
1288;04/06/2022;Watch;Accessories; 25 ; 44 ; 188 ;10;Delivered;11/06/2022;7;2; 190 ;Arnold Fazer;Alexis Kelly;Male;25;Young;Houston;United States
1289;02/08/2022;Watch;Accessories; 60 ; 87 ; 1.184 ;44;Delivered;08/08/2022;6;4; 1.188 ;Chris Jordan;Albert Smith;Male;24;Young;Los Angeles;United States
1290;03/12/2022;Watch;Accessories; 67 ; 95 ; 1.145 ;41;Delivered;08/12/2022;5;3; 1.148 ;Arnold Fazer;Mark Ball;Male;21;Young;Seattle;United States
1291;25/03/2022;Sandles;Footwear; 93 ; 111 ; 284 ;16;Delivered;31/03/2022;2;4; 288 ;David Willy;Jason Stevens;Male;27;Young;Washington, D.C.;United States
1292;02/02/2022;TV;Electronics; 20 ; 48 ; 1.061 ;38;Delivered;07/02/2022;5;3; 1.064 ;David Willy;Allen Martin;Male;29;Young;Atlanta;United States
1293;18/12/2022;TV;Electronics; 99 ; 110 ; 19 ;2;Delivered;20/12/2022;2;3; 22 ;David Willy;Mark Beard;Male;58;Senior;Atlanta;United States
1294;07/02/2022;Washing Machine;Appliances; 95 ; 128 ; 755 ;23;Delivered;09/02/2022;2;4; 759 ;Arnold Fazer;Julie Smith;Male;37;Middle Age;Washington, D.C.;United States
1295;23/01/2022;Washing Machine;Appliances; 96 ; 118 ; 812 ;37;Delivered;25/01/2022;2;2; 814 ;Emily Lizz;Elizabeth Russell;Male;20;Young;San Francisco;United States
